PRÉFACE	préface	NC	_
Esthétique	esthétique	NC	_
de	de	P	_
la	le	DET	_
langue	langue	NC	_
française	français	ADJ	_
,	,	PONCT	_
cela	cela	PRO	_
veut	vouloir	V	_
dire	dire	VINF	_
:	:	PONCT	_
examen	examen	NC	_
des	de_le	P+D	_
conditions	condition	NC	_
dans	dans	P	_
lesquelles	il	PROREL	_
la	le	DET	_
langue	langue	NC	_
française	français	ADJ	_
doit	devoir	V	_
évoluer	évoluer	VINF	_
pour	pour	P	_
maintenir	maintenir	VINF	_
sa	son	DET	_
beauté	beauté	NC	_
,	,	PONCT	_
c'est-à-dire	c'est-à-dire	CC	_
sa	son	DET	_
pureté	pureté	NC	_
originelle	originel	ADJ	_
.	.	PONCT	_
Ayant	avoir	VPR	_
constaté	constater	VPP	_
,	,	PONCT	_
il	il	CLS	_
y	y	CLO	_
a	avoir	V	_
déjà	déjà	ADV	_
bien	bien	ADV	_
des	un	DET	_
années	année	NC	_
,	,	PONCT	_
le	le	DET	_
tort	tort	NC	_
que	que	PROREL	_
fait	faire	V	_
à	à	P	_
notre	notre	DET	_
langue	langue	NC	_
l'	le	DET	_
emploi	emploi	NC	_
inconsidéré	inconsidéré	ADJ	_
des	de_le	P+D	_
mots	mot	NC	_
exotiques	exotique	ADJ	_
ou	ou	CC	_
grecs	grec	ADJ	_
,	,	PONCT	_
des	un	DET	_
mots	mot	NC	_
barbares	barbare	ADJ	_
de	de	P	_
toute	tout	DET	_
origine	origine	NC	_
,	,	PONCT	_
de	de	P	_
toute	tout	DET	_
fabrique	fabrique	NC	_
,	,	PONCT	_
je	je	CLS	_
fus	être	V	_
amené	amener	VPP	_
à	à	P	_
raisonner	raisonner	VINF	_
mes	mon	DET	_
impressions	impression	NC	_
et	et	CC	_
à	à	P	_
découvrir	découvrir	VINF	_
que	que	CS	_
ces	ce	DET	_
intrus	intrus	NC	_
étaient	être	V	_
laids	laid	ADJ	_
exactement	exactement	ADV	_
comme	comme	P	_
une	un	DET	_
faute	faute	NC	_
de	de	P	_
ton	ton	NC	_
dans	dans	P	_
un	un	DET	_
tableau	tableau	NC	_
,	,	PONCT	_
comme	comme	P	_
une	un	DET	_
fausse	faux	ADJ	_
note	note	NC	_
dans	dans	P	_
une	un	DET	_
phrase	phrase	NC	_
musicale	musical	ADJ	_
.	.	PONCT	_
Il	il	CLS	_
me	je	CLO	_
sembla	sembler	V	_
donc	donc	ADV	_
que	que	CS	_
,	,	PONCT	_
sans	sans	P	_
rejeter	rejeter	VINF	_
inconsidérément	inconsidérément	ADV	_
les	le	DET	_
observations	observation	NC	_
(	(	PONCT	_
qualifiées	qualifier	VPP	_
mal	mal	ADV	_
à	à	P	_
propos	propos	NC	_
de	de	P	_
règles	règle	NC	_
)	)	PONCT	_
grammaticales	grammatical	ADJ	_
,	,	PONCT	_
il	il	CLS	_
fallait	falloir	V	_
du	de_le	P+D	_
moins	moins	NC	_
ajouter	ajouter	VINF	_
un	un	DET	_
nouveau	nouveau	ADJ	_
principe	principe	NC	_
à	à	P	_
ceux	celui	PRO	_
qui	qui	PROREL	_
guident	guider	V	_
l'	le	DET	_
étude	étude	NC	_
des	de_le	P+D	_
langues	langue	NC	_
,	,	PONCT	_
le	le	DET	_
principe	principe	NC	_
esthétique	esthétique	ADJ	_
.	.	PONCT	_
Voilà	voilà	V	_
toute	tout	ADJ	_
la	le	DET	_
première	premier	ADJ	_
partie	partie	NC	_
de	de	P	_
ce	ce	DET	_
livre	livre	NC	_
,	,	PONCT	_
y	y	CLO	_
comprises	comprendre	VPP	_
les	le	DET	_
notes	note	NC	_
sur	sur	P	_
la	le	DET	_
déformation	déformation	NC	_
.	.	PONCT	_
Le	le	DET	_
chapitre	chapitre	NC	_
des	de_le	P+D	_
métaphores	métaphore	NC	_
pourrait	pouvoir	V	_
tenir	tenir	VINF	_
en	en	P	_
vingt	vingt	DET	_
lignes	ligne	NC	_
,	,	PONCT	_
si	si	CS	_
on	on	CLS	_
ôtait	ôter	V	_
les	le	DET	_
exemples	exemple	NC	_
;	;	PONCT	_
si	si	CS	_
on	on	CLS	_
y	y	CLO	_
mettait	mettre	V	_
tous	tout	ADJ	_
les	le	DET	_
exemples	exemple	NC	_
possibles	possible	ADJ	_
,	,	PONCT	_
il	il	CLS	_
demanderait	demander	V	_
vingt	vingt	DET	_
gros	gros	ADJ	_
volumes	volume	NC	_
.	.	PONCT	_
Il	il	CLS	_
ne	ne	ADV	_
faut	falloir	V	_
donc	donc	ADV	_
le	il	CLO	_
regarder	regarder	VINF	_
que	que	ADV	_
comme	comme	P	_
une	un	DET	_
indication	indication	NC	_
:	:	PONCT	_
il	il	CLS	_
dira	dire	V	_
la	le	DET	_
possibilité	possibilité	NC	_
d'	de	P	_
un	un	DET	_
dictionnaire	dictionnaire	NC	_
sémantique	sémantique	ADJ	_
des	de_le	P+D	_
langues	langue	NC	_
de	de	P	_
civilisation	civilisation	NC	_
européenne	européen	ADJ	_
.	.	PONCT	_
L'	le	DET	_
excuse	excuse	NC	_
de	de	P	_
sa	son	DET	_
longueur	longueur	NC	_
,	,	PONCT	_
car	car	CC	_
