CHAPITRE	chapitre	NC	_
I	I	ADJ	_
C'	ce	CLS	_
est	être	V	_
avec	avec	P	_
une	un	DET	_
sorte	sorte	NC	_
de	de	P	_
crainte	crainte	NC	_
que	que	PROREL	_
je	je	CLS	_
touche	toucher	V	_
à	à	P	_
l'	le	DET	_
énigme	énigme	NC	_
de	de	P	_
mes	mon	DET	_
impressions	impression	NC	_
du	de_le	P+D	_
commencement	commencement	NC	_
de	de	P	_
la	le	DET	_
vie	vie	NC	_
,	,	PONCT	_
-	-	PONCT	_
incertain	incertain	ADJ	_
si	si	ADV	_
bien	bien	ADV	_
réellement	réellement	ADV	_
je	je	CLS	_
les	il	CLO	_
éprouvais	éprouver	V	_
moi	je	PRO	_
-même	même	ADJ	_
ou	ou	CC	_
si	si	ADV	_
plutôt	plutôt	ADV	_
elles	il	CLS	_
n'	ne	ADV	_
étaient	être	V	_
pas	pas	ADV	_
des	un	DET	_
ressouvenirs	ressouvenir	NC	_
mystérieusement	mystérieusement	ADV	_
transmis	transmettre	VPP	_
...	…	PONCT	_
j'	je	CLS	_
ai	avoir	V	_
comme	comme	P	_
une	un	DET	_
hésitation	hésitation	NC	_
religieuse	religieux	ADJ	_
à	à	P	_
sonder	sonder	VINF	_
cet	ce	DET	_
abîme	abîme	NC	_
...	…	PONCT	_
au	à_le	P+D	_
sortir	sortir	VINF	_
de	de	P	_
ma	mon	DET	_
nuit	nuit	NC	_
première	premier	ADJ	_
,	,	PONCT	_
mon	mon	DET	_
esprit	esprit	NC	_
ne	ne	ADV	_
s'	se	CLO	_
est	être	V	_
pas	pas	ADV	_
éclairé	éclairer	VPP	_
progressivement	progressivement	ADV	_
,	,	PONCT	_
par	par	P	_
lueurs	lueur	NC	_
graduées	graduer	VPP	_
;	;	PONCT	_
mais	mais	CC	_
par	par	P	_
jets	jet	NC	_
de	de	P	_
clartés	clarté	NC	_
brusques	brusque	ADJ	_
-	-	PONCT	_
qui	qui	PROREL	_
devaient	devoir	V	_
dilater	dilater	VINF	_
tout	tout	ADV	_
à	à	P	_
coup	coup	NC	_
mes	mon	DET	_
yeux	œil	NC	_
d'	de	P	_
enfant	enfant	NC	_
et	et	CC	_
m'	je	CLO	_
immobiliser	immobiliser	VINF	_
dans	dans	P	_
des	un	DET	_
rêveries	rêverie	NC	_
attentives	attentif	ADJ	_
-	-	PONCT	_
puis	puis	CC	_
qui	qui	PROREL	_
s'	se	CLO	_
éteignaient	éteindre	V	_
,	,	PONCT	_
me	je	CLO	_
replongeant	replonger	VPR	_
dans	dans	P	_
l'	le	DET	_
inconscience	inconscience	NC	_
absolue	absolu	ADJ	_
des	de_le	P+D	_
petits	petit	ADJ	_
animaux	animal	NC	_
qui	qui	PROREL	_
viennent	venir	V	_
de	de	P	_
naître	naître	VINF	_
,	,	PONCT	_
des	un	DET	_
petites	petit	ADJ	_
plantes	plante	NC	_
à	à	P	_
peine	peine	NC	_
germées	germer	VPP	_
.	.	PONCT	_
Au	à_le	P+D	_
début	début	NC	_
de	de	P	_
l'	le	DET	_
existence	existence	NC	_
,	,	PONCT	_
mon	mon	DET	_
histoire	histoire	NC	_
serait	être	V	_
simplement	simplement	ADV	_
celle	celui	PRO	_
d'	de	P	_
un	un	DET	_
enfant	enfant	NC	_
très	très	ADV	_
choyé	choyer	VPP	_
,	,	PONCT	_
très	très	ADV	_
tenu	tenir	VPP	_
,	,	PONCT	_
très	très	ADV	_
obéissant	obéissant	ADJ	_
et	et	CC	_
toujours	toujours	ADV	_
convenable	convenable	ADJ	_
dans	dans	P	_
ses	son	DET	_
petites	petit	ADJ	_
manières	manière	NC	_
,	,	PONCT	_
auquel	auquel	PROREL	_
rien	rien	PRO	_
n'	ne	ADV	_
arrivait	arriver	V	_
,	,	PONCT	_
dans	dans	P	_
son	son	DET	_
étroite	étroit	ADJ	_
sphère	sphère	NC	_
ouatée	ouater	VPP	_
,	,	PONCT	_
qui	qui	PROREL	_
ne	ne	ADV	_
fût	être	V	_
prévu	prévoir	VPP	_
,	,	PONCT	_
et	et	CC	_
qu'	que	CS	_
aucun	aucun	DET	_
coup	coup	NC	_
n'	ne	ADV	_
atteignait	atteindre	V	_
qui	qui	PROREL	_
ne	ne	ADV	_
fût	être	V	_
amorti	amortir	VPP	_
avec	avec	P	_
une	un	DET	_
sollicitude	sollicitude	NC	_
tendre	tendre	ADJ	_
.	.	PONCT	_
Aussi	aussi	ADV	_
voudrais	vouloir	V	_
-je	je	CLS	_
ne	ne	ADV	_
pas	pas	ADV	_
écrire	écrire	VINF	_
cette	ce	DET	_
histoire	histoire	NC	_
qui	qui	PROREL	_
serait	être	V	_
fastidieuse	fastidieux	ADJ	_
;	;	PONCT	_
mais	mais	CC	_
seulement	seulement	ADV	_
noter	noter	VINF	_
,	,	PONCT	_
sans	sans	P	_
suite	suite	NC	_
ni	ni	CC	_
transitions	transition	NC	_
,	,	PONCT	_
des	un	DET	_
instants	instant	NC	_
qui	qui	PROREL	_
m'	je	CLO	_
ont	avoir	V	_
frappé	frapper	VPP	_
d'	de	P	_
une	un	DET	_
étrange	étrange	ADJ	_
manière	manière	NC	_
,	,	PONCT	_
-	-	PONCT	_
qui	qui	PROREL	_
m'	je	CLO	_
ont	avoir	V	_
frappé	frapper	VPP	_
tellement	tellement	ADV	_
que	que	CS	_
je	je	CLS	_
m'	je	CLO	_
en	en	CLO	_
souviens	souvenir	V	_
encore	encore	ADV	_
avec	avec	P	_
une	un	DET	_
netteté	netteté	NC	_
complète	complet	ADJ	_
,	,	PONCT	_
aujourd'hui	aujourd'hui	ADV	_
que	que	CS	_
j'	je	CLS	_
ai	avoir	V	_
oublié	oublier	VPP	_
déjà	déjà	ADV	_
tant	tant	ADV	_
de	de	P	_
choses	chose	NC	_
poignantes	poignant	ADJ	_
,	,	PONCT	_
et	et	CC	_
tant	tant	ADV	_
de	de	P	_
lieux	lieu	NC	_
,	,	PONCT	_
tant	tant	ADV	_
d'	de	P	_
aventures	aventure	NC	_
,	,	PONCT	_
tant	tant	ADV	_
de	de	P	_
visages	visage	NC	_
.	.	PONCT	_
J'	je	CLS	_
étais	être	V	_
en	en	P	_
ce	ce	DET	_
temps	temps	NC	_
-là	là	ADV	_
un	un	DET	_
peu	peu	NC	_
comme	comme	P	_
serait	être	V	_
une	un	DET	_
hirondelle	hirondelle	NC	_
,	,	PONCT	_
née	naître	VPP	_
d'	de	P	_
hier	hier	ADV	_
,	,	PONCT	_
très	très	ADV	_
haut	haut	ADJ	_
à	à	P	_
l'	le	DET	_
angle	angle	NC	_
d'	de	P	_
un	un	DET	_
toit	toit	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
commencerait	commencer	V	_
à	à	P	_
ouvrir	ouvrir	VINF	_
de	de	P	_
temps	temps	NC	_
à	à	P	_
autre	autre	NC	_
au	à_le	P+D	_
bord	bord	NC	_
