ACTE	acte	NC	_
1	1	ADJ	_
SCèNE	SCèNE	NC	_
I	I	ADJ	_
la	le	DET	_
gare	gare	NC	_
du	de_le	P+D	_
chemin	chemin	NC	_
de	de	P	_
fer	fer	NC	_
de	de	P	_
l'	le	DET	_
ouest	ouest	NC	_
.	.	PONCT	_
(	(	PONCT	_
rive	rive	NC	_
gauche	gauche	ADJ	_
.	.	PONCT	_
)	)	PONCT	_
employés	employer	VPP	_
,	,	PONCT	_
facteurs	facteur	NC	_
,	,	PONCT	_
buralistes	buraliste	ADJ	_
.	.	PONCT	_
Choeur	chœur	NC	_
.	.	PONCT	_
Nous	nous	CLS	_
sommes	être	V	_
employés	employer	VPP	_
de	de	P	_
la	le	DET	_
ligne	ligne	NC	_
de	de	P	_
l'	le	DET	_
ouest	ouest	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
dessert	desservir	V	_
Saint-Malo	Saint-Malo	NP	_
,	,	PONCT	_
Batignolles	Batignolles	NP	_
et	et	CC	_
Brest	Brest	NP	_
,	,	PONCT	_
Conflans	Conflans	NP	_
,	,	PONCT	_
Triel	Triel	NP	_
,	,	PONCT	_
Poissy	Poissy	NP	_
,	,	PONCT	_
Barentin	Barentin	NP	_
,	,	PONCT	_
Pavilly	Pavilly	NP	_
,	,	PONCT	_
Venon	Venon	NP	_
,	,	PONCT	_
Bolbec	Bolbec	NP	_
,	,	PONCT	_
Nointot	Nointot	NP	_
,	,	PONCT	_
Motteville	Motteville	NP	_
,	,	PONCT	_
Yvetot	Yvetot	NP	_
,	,	PONCT	_
Saint-Aubin	Saint-Aubin	NP	_
,	,	PONCT	_
Viroflay	Viroflay	NP	_
,	,	PONCT	_
Landerneau	Landerneau	NP	_
,	,	PONCT	_
Malaunay	Malaunay	NP	_
,	,	PONCT	_
Laval	Laval	NP	_
,	,	PONCT	_
Condé	Condé	NP	_
,	,	PONCT	_
Guingamp	Guingamp	NP	_
,	,	PONCT	_
Saint-Brieuc	Saint-Brieuc	NP	_
et	et	CC	_
Fécamp	Fécamp	NP	_
.	.	PONCT	_
Nous	nous	CLS	_
sommes	être	V	_
employés	employer	VPP	_
de	de	P	_
la	le	DET	_
ligne	ligne	NC	_
de	de	P	_
l'	le	DET	_
ouest	ouest	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
dessert	desservir	V	_
Saint-Malo	Saint-Malo	NP	_
,	,	PONCT	_
Batignolles	Batignolles	NP	_
et	et	CC	_
Brest	Brest	NP	_
.	.	PONCT	_
à	à	P	_
la	le	DET	_
fin	fin	NC	_
du	de_le	P+D	_
choeur	chœur	NC	_
,	,	PONCT	_
cloche	cloche	NC	_
dans	dans	P	_
l'	le	DET	_
intérieur	intérieur	NC	_
de	de	P	_
la	le	DET	_
gare	gare	NC	_
.	.	PONCT	_
Les	le	DET	_
facteurs	facteur	NC	_
et	et	CC	_
buralistes	buraliste	NC	_
se	se	CLO	_
dispersent	disperser	V	_
;	;	PONCT	_
un	un	PRO	_
des	de_le	P+D	_
employés	employé	NC	_
reste	rester	V	_
en	en	P	_
scène	scène	NC	_
.	.	PONCT	_
Gardefeu	Gardefeu	NP	_
et	et	CC	_
Bobinet	Bobinet	NP	_
entrent	entrer	V	_
au	à_le	P+D	_
milieu	milieu	NC	_
du	de_le	P+D	_
brouhaha	brouhaha	NC	_
de	de	P	_
la	le	DET	_
sortie	sortie	NC	_
.	.	PONCT	_
ACTE	acte	NC	_
1	1	ADJ	_
SCèNE	SCèNE	NC	_
II	II	ADJ	_
Gardefeu	Gardefeu	NP	_
,	,	PONCT	_
Bobinet	Bobinet	NP	_
,	,	PONCT	_
l'	le	DET	_
employé	employé	NC	_
.	.	PONCT	_
Gardefeu	Gardefeu	NP	_
et	et	CC	_
Bobinet	Bobinet	NP	_
se	se	CLO	_
promènent	promener	V	_
quelques	quelque	DET	_
instants	instant	NC	_
en	en	P	_
s'	se	CLO	_
observant	observer	VPR	_
l'	le	DET	_
un	un	NC	_
l'	le	DET	_
autre	autre	NC	_
,	,	PONCT	_
puis	puis	CC	_
ils	il	CLS	_
s'	se	CLO	_
approchent	approcher	V	_
