Comme	comme	P	_
dans	dans	P	_
l'	le	DET	_
histoire	histoire	NC	_
civile	civil	ADJ	_
,	,	PONCT	_
on	on	CLS	_
consulte	consulter	V	_
les	le	DET	_
titres	titre	NC	_
,	,	PONCT	_
on	on	CLS	_
recherche	rechercher	V	_
les	le	DET	_
médailles	médaille	NC	_
,	,	PONCT	_
on	on	CLS	_
déchiffre	déchiffrer	V	_
les	le	DET	_
inscriptions	inscription	NC	_
antiques	antique	ADJ	_
,	,	PONCT	_
pour	pour	P	_
déterminer	déterminer	VINF	_
les	le	DET	_
époques	époque	NC	_
des	de_le	P+D	_
révolutions	révolution	NC	_
humaines	humain	ADJ	_
,	,	PONCT	_
et	et	CC	_
constater	constater	VINF	_
les	le	DET	_
dates	date	NC	_
des	de_le	P+D	_
évènemens	évènemens	NC	_
moraux	moral	ADJ	_
;	;	PONCT	_
de	de	P	_
même	même	ADV	_
,	,	PONCT	_
dans	dans	P	_
l'	le	DET	_
histoire	histoire	NC	_
naturelle	naturel	ADJ	_
,	,	PONCT	_
il	il	CLS	_
faut	falloir	V	_
fouiller	fouiller	VINF	_
les	le	DET	_
archives	archives	NC	_
du	de_le	P+D	_
monde	monde	NC	_
,	,	PONCT	_
tirer	tirer	VINF	_
des	un	DET	_
entrailles	entrailles	NC	_
de	de	P	_
la	le	DET	_
terre	terre	NC	_
les	le	DET	_
vieux	vieux	ADJ	_
monumens	monument	NC	_
,	,	PONCT	_
recueillir	recueillir	VINF	_
leurs	leur	DET	_
débris	débris	NC	_
,	,	PONCT	_
et	et	CC	_
rassembler	rassembler	VINF	_
en	en	P	_
un	un	DET	_
corps	corps	NC	_
de	de	P	_
preuves	preuve	NC	_
tous	tout	ADJ	_
les	le	DET	_
indices	indice	NC	_
des	de_le	P+D	_
changemens	changement	NC	_
physiques	physique	ADJ	_
qui	qui	PROREL	_
peuvent	pouvoir	V	_
nous	nous	CLO	_
faire	faire	VINF	_
remonter	remonter	VINF	_
aux	à_le	P+D	_
différens	différent	ADJ	_
âges	âge	NC	_
de	de	P	_
la	le	DET	_
nature	nature	NC	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
le	le	DET	_
