DISCOURS	discours	NC	_
PRÉLIMINAIRE	PRÉLIMINAIRE	ADJ	_
L'	le	DET	_
ouvrage	ouvrage	NC	_
que	que	PROREL	_
je	je	CLS	_
donne	donner	V	_
au	à_le	P+D	_
public	public	NC	_
est	être	V	_
divisé	diviser	VPP	_
en	en	P	_
quatre	quatre	DET	_
parties	partie	NC	_
,	,	PONCT	_
dont	dont	PROREL	_
la	le	DET	_
première	première	NC	_
est	être	V	_
purement	purement	ADV	_
rationnelle	rationnel	ADJ	_
ou	ou	CC	_
de	de	P	_
théorie	théorie	NC	_
;	;	PONCT	_
les	le	DET	_
trois	trois	ADJ	_
autres	autre	NC	_
sont	être	V	_
expérimentales	expérimental	ADJ	_
et	et	CC	_
d'	de	P	_
application	application	NC	_
.	.	PONCT	_
La	le	DET	_
première	premier	ADJ	_
partie	partie	NC	_
qui	qui	PROREL	_
fait	faire	V	_
exclusivement	exclusivement	ADV	_
la	le	DET	_
matière	matière	NC	_
de	de	P	_
ce	ce	DET	_
discours	discours	NC	_
préliminaire	préliminaire	ADJ	_
,	,	PONCT	_
la	le	DET	_
partie	partie	NC	_
rationnelle	rationnel	ADJ	_
,	,	PONCT	_
est	être	V	_
divisée	diviser	VPP	_
en	en	P	_
deux	deux	DET	_
livres	livre	NC	_
,	,	PONCT	_
dont	dont	PROREL	_
le	le	DET	_
premier	premier	ADJ	_
traite	traite	NC	_
des	de_le	P+D	_
êtres	être	NC	_
,	,	PONCT	_
objet	objet	NC	_
de	de	P	_
tout	tout	DET	_
ordre	ordre	NC	_
en	en	P	_
général	général	NC	_
,	,	PONCT	_
et	et	CC	_
des	un	DET	_
manières	manière	NC	_
d'	de	P	_
être	être	VINF	_
relatives	relatif	ADJ	_
ou	ou	CC	_
des	de_le	P+D	_
personnes	personne	NC	_
,	,	PONCT	_
dont	dont	PROREL	_
les	le	DET	_
relations	relation	NC	_
ou	ou	CC	_
rapports	rapport	NC	_
sont	être	V	_
l'	le	DET	_
objet	objet	NC	_
de	de	P	_
l'	le	DET	_
ordre	ordre	NC	_
social	social	ADJ	_
en	en	P	_
particulier	particulier	NC	_
.	.	PONCT	_
Le	le	DET	_
second	second	ADJ	_
traite	traite	NC	_
en	en	P	_
détail	détail	NC	_
de	de	P	_
l'	le	DET	_
ordre	ordre	NC	_
social	social	ADJ	_
et	et	CC	_
de	de	P	_
la	le	DET	_
législation	législation	NC	_
,	,	PONCT	_
qui	qui	PROREL	_
en	en	CLO	_
coordonne	coordonner	V	_
et	et	CC	_
en	en	CLO	_
maintient	maintenir	V	_
à	à	P	_
leur	leur	DET	_
place	place	NC	_
les	le	DET	_
diverses	divers	ADJ	_
