PLAN	plan	NC	_
Le	le	DET	_
plan	plan	NC	_
de	de	P	_
cet	ce	DET	_
écrit	écrit	NC	_
est	être	V	_
assez	assez	ADV	_
simple	simple	ADJ	_
.	.	PONCT	_
Nous	nous	CLS	_
avons	avoir	V	_
trois	trois	DET	_
questions	question	NC	_
à	à	P	_
nous	nous	CLO	_
faire	faire	VINF	_
:	:	PONCT	_
1	1	NC	_
qu'	que	PROREL	_
est	être	V	_
-ce	ce	CLS	_
que	que	PROREL	_
le	le	DET	_
tiers	tiers	NC	_
état	état	NC	_
?	?	PONCT	_
Tout	tout	PRO	_
.	.	PONCT	_
2	2	X	_
qu'	que	PROREL	_
a	avoir	V	_
-t-il	il	CLS	_
été	être	VPP	_
jusqu'	jusque	P	_
à	à	P	_
présent	présent	NC	_
dans	dans	P	_
l'	le	DET	_
ordre	ordre	NC	_
politique	politique	ADJ	_
?	?	PONCT	_
Rien	rien	PRO	_
.	.	PONCT	_
3	3	X	_
que	que	PROREL	_
demande	demander	V	_
-t-il	il	CLS	_
?	?	PONCT	_
à	à	P	_
y	y	CLO	_
devenir	devenir	VINF	_
quelque	quelque	DET	_
chose	chose	NC	_
.	.	PONCT	_
On	on	CLS	_
verra	voir	V	_
si	si	CS	_
les	le	DET	_
réponses	réponse	NC	_
sont	être	V	_
justes	juste	ADJ	_
.	.	PONCT	_
Nous	nous	CLS	_
examinerons	examiner	V	_
ensuite	ensuite	ADV	_
les	le	DET	_
moyens	moyen	NC	_
que	que	PROREL	_
l'on	on	CLS	_
a	avoir	V	_
essayés	essayer	VPP	_
,	,	PONCT	_
et	et	CC	_
ceux	celui	PRO	_
que	que	PROREL	_
l'on	on	CLS	_
doit	devoir	V	_
prendre	prendre	VINF	_
,	,	PONCT	_
afin_que	afin_que	CS	_
le	le	DET	_
tiers	tiers	ADJ	_
état	état	NC	_
devienne	devenir	V	_
,	,	PONCT	_
en	en	P	_
effet	effet	NC	_
,	,	PONCT	_
quelque	quelque	DET	_
chose	chose	NC	_
.	.	PONCT	_
ainsi	ainsi	ADV	_
nous	nous	CLS	_
dirons	dire	V	_
:	:	PONCT	_
4	4	X	_
ce	ce	PRO	_
que	que	PROREL	_
les	le	DET	_
ministres	ministre	NC	_
ont	avoir	V	_
tenté	tenter	VPP	_
,	,	PONCT	_
et	et	CC	_
ce	ce	PRO	_
que	que	PROREL	_
les	le	DET	_
privilégiés	privilégié	NC	_
eux	il	PRO	_
-mêmes	même	ADJ	_
proposent	proposer	V	_
en	en	P	_
sa	son	DET	_
faveur	faveur	NC	_
.	.	PONCT	_
5	5	X	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
aurait	avoir	V	_
dû	devoir	VPP	_
faire	faire	VINF	_
.	.	PONCT	_
6	6	X	_
enfin	enfin	ADV	_
,	,	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
reste	rester	V	_
à	à	P	_
faire	faire	VINF	_
au	à_le	P+D	_
tiers	tiers	NC	_
pour	pour	P	_
prendre	prendre	VINF	_
la	le	DET	_
place	place	NC	_
qui	qui	PROREL	_
lui	il	CLO	_
est	être	V	_
due	devoir	VPP	_
.	.	PONCT	_
CHAPITRE	chapitre	NC	_
PREMIER	PREMIER	ADJ	_
Le	le	DET	_
tiers	tiers	NC	_
état	état	NC	_
est	être	V	_
une	un	DET	_
nation	nation	NC	_
complète	complet	ADJ	_
.	.	PONCT	_
Que	que	PROWH	_
faut	falloir	V	_
-il	il	CLS	_
pour	pour	P	_
qu'	que	CS	_
une	un	DET	_
nation	nation	NC	_
subsiste	subsister	V	_
et	et	CC	_
prospère	prospère	ADJ	_
?	?	PONCT	_
Des	un	DET	_
travaux	travail	NC	_
particuliers	particulier	ADJ	_
et	et	CC	_
des	un	DET	_
fonctions	fonction	NC	_
publiques	public	ADJ	_
.	.	PONCT	_
On	on	CLS	_
peut	pouvoir	V	_
renfermer	renfermer	VINF	_
dans	dans	P	_
quatre	quatre	DET	_
classes	classe	NC	_
tous	tout	ADJ	_
les	le	DET	_
travaux	travail	NC	_
particuliers	particulier	ADJ	_
:	:	PONCT	_
1	1	X	_
la	le	DET	_
terre	terre	NC	_
et	et	CC	_
l'	le	DET	_
au	à_le	P+D	_
fournissant	fournir	VPR	_
la	le	DET	_
matière	matière	NC	_
première	premier	ADJ	_
des	de_le	P+D	_
besoins	besoin	NC	_
de	de	P	_
l'	le	DET	_
homme	homme	NC	_
,	,	PONCT	_
la	le	DET	_
première	premier	ADJ	_
classe	classe	NC	_
dans	dans	P	_
l'	le	DET	_
ordre	ordre	NC	_
des	de_le	P+D	_
idées	idée	NC	_
sera	être	V	_
celle	celui	PRO	_
de	de	P	_
toutes	tout	ADJ	_
les	le	DET	_
familles	famille	NC	_
attachées	attacher	VPP	_
aux	à_le	P+D	_
travaux	travail	NC	_
de	de	P	_
la	le	DET	_
campagne	campagne	NC	_
.	.	PONCT	_
2	2	X	_
depuis	depuis	P	_
la	le	DET	_
première	premier	ADJ	_
vente	vente	NC	_
des	de_le	P+D	_
matières	matière	NC	_
jusqu'	jusque	P	_
à	à	P	_
leur	leur	DET	_
consommation	consommation	NC	_
ou	ou	CC	_
leur	leur	DET	_
usage	usage	NC	_
,	,	PONCT	_
une	un	DET	_
nouvelle	nouveau	ADJ	_
main-d'oeuvre	main-d'oeuvre	NC	_
,	,	PONCT	_
plus	plus	ADV	_
ou	ou	CC	_
moins	moins	ADV	_
multipliée	multiplier	VPP	_
,	,	PONCT	_
ajoute	ajouter	V	_
à	à	P	_
ces	ce	DET	_
matières	matière	NC	_
une	un	DET	_
valeur	valeur	NC	_
seconde	second	ADJ	_
plus	plus	ADV	_
ou	ou	CC	_
moins	moins	ADV	_
composée	composer	VPP	_
.	.	PONCT	_
L'	le	DET	_
industrie	industrie	NC	_
humaine	humain	ADJ	_
parvient	parvenir	V	_
ainsi	ainsi	ADV	_
à	à	P	_
perfectionner	perfectionner	VINF	_
les	le	DET	_
bienfaits	bienfait	NC	_
de	de	P	_
la	le	DET	_
nature	nature	NC	_
,	,	PONCT	_
et	et	CC	_
le	le	DET	_
produit	produit	NC	_
brut	brut	ADJ	_
à	à	P	_
doubler	doubler	VINF	_
,	,	PONCT	_
décupler	décupler	VINF	_
,	,	PONCT	_
centupler	centupler	VINF	_
de	de	P	_
valeur	valeur	NC	_
.	.	PONCT	_
